2D,3D,4D,answer,type,aug_source_id,aug_map
Lines DE and FG both intersect with line HJ. What is the relationship between line DE and line FG?,Planes DEF and GHJ both intersect with line LP. What is the relationship between plane DEF and plane GHJ?,3D hyperplanes DEFG and HJLP both intersect with line IW. What is the relationship between 3D hyperplane DEFG and 3D hyperplane HJLP?,D,1,30,"A->D,B->E,C->F,D->G,E->H,F->J,G->L,H->P,J->W,L->A,P->B,W->C"
Lines EF and GH both intersect with line JL. What is the relationship between line EF and line GH?,Planes EFG and HJL both intersect with line PW. What is the relationship between plane EFG and plane HJL?,3D hyperplanes EFGH and JLPW both intersect with line IA. What is the relationship between 3D hyperplane EFGH and 3D hyperplane JLPW?,D,1,30,"A->E,B->F,C->G,D->H,E->J,F->L,G->P,H->W,J->A,L->B,P->C,W->D"
Lines BA and CD both intersect with line EF. What is the relationship between line BA and line CD?,Planes BAC and DEF both intersect with line GH. What is the relationship between plane BAC and plane DEF?,3D hyperplanes BACD and EFGH both intersect with line IJ. What is the relationship between 3D hyperplane BACD and 3D hyperplane EFGH?,D,1,30,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,L->L,P->P,W->W"
-,Lines AB and CD both intersect with plane EFG. What is the relationship between line AB and line CD?,Lines AB and CD both intersect with 3D hyperplane EFGH. What is the relationship between line AB and line CD?,D,1,31,
-,Lines BC and DE both intersect with plane FGH. What is the relationship between line BC and line DE?,Lines BC and DE both intersect with 3D hyperplane FGHL. What is the relationship between line BC and line DE?,D,1,31,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->L,L->W,W->A"
-,Lines CD and EF both intersect with plane GHL. What is the relationship between line CD and line EF?,Lines CD and EF both intersect with 3D hyperplane GHLW. What is the relationship between line CD and line EF?,D,1,31,"A->C,B->D,C->E,D->F,E->G,F->H,G->L,H->W,L->A,W->B"
-,Lines DE and FG both intersect with plane HLW. What is the relationship between line DE and line FG?,Lines DE and FG both intersect with 3D hyperplane HLWA. What is the relationship between line DE and line FG?,D,1,31,"A->D,B->E,C->F,D->G,E->H,F->L,G->W,H->A,L->B,W->C"
-,Lines EF and GH both intersect with plane LWA. What is the relationship between line EF and line GH?,Lines EF and GH both intersect with 3D hyperplane LWAB. What is the relationship between line EF and line GH?,D,1,31,"A->E,B->F,C->G,D->H,E->L,F->W,G->A,H->B,L->C,W->D"
-,Lines BA and CD both intersect with plane EFG. What is the relationship between line BA and line CD?,Lines BA and CD both intersect with 3D hyperplane EFGH. What is the relationship between line BA and line CD?,D,1,31,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,L->L,W->W"
Line AB and line EF lie in the same plane. What is the relationship between line AB and line EF?,Plane ABC and plane DEF lie in the same 3 dimensional space. What is the relationship between plane ABC and plane DEF?,3D hyperplane ABCD and 3D hyperplane EFGH lie in the same 4 dimensional space. What is the relationship between hyperplane ABCD and hyperplane EFGH?,D,1,32,
Line BC and line FG lie in the same plane. What is the relationship between line BC and line FG?,Plane BCD and plane EFG lie in the same 3 dimensional space. What is the relationship between plane BCD and plane EFG?,3D hyperplane BCDE and 3D hyperplane FGHL lie in the same 4 dimensional space. What is the relationship between hyperplane BCDE and hyperplane FGHL?,D,1,32,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->L,L->P,P->W,W->A"
Line CD and line GH lie in the same plane. What is the relationship between line CD and line GH?,Plane CDE and plane FGH lie in the same 3 dimensional space. What is the relationship between plane CDE and plane FGH?,3D hyperplane CDEF and 3D hyperplane GHLP lie in the same 4 dimensional space. What is the relationship between hyperplane CDEF and hyperplane GHLP?,D,1,32,"A->C,B->D,C->E,D->F,E->G,F->H,G->L,H->P,L->W,P->A,W->B"
Line DE and line HL lie in the same plane. What is the relationship between line DE and line HL?,Plane DEF and plane GHL lie in the same 3 dimensional space. What is the relationship between plane DEF and plane GHL?,3D hyperplane DEFG and 3D hyperplane HLPW lie in the same 4 dimensional space. What is the relationship between hyperplane DEFG and hyperplane HLPW?,D,1,32,"A->D,B->E,C->F,D->G,E->H,F->L,G->P,H->W,L->A,P->B,W->C"
Line EF and line LP lie in the same plane. What is the relationship between line EF and line LP?,Plane EFG and plane HLP lie in the same 3 dimensional space. What is the relationship between plane EFG and plane HLP?,3D hyperplane EFGH and 3D hyperplane LPWA lie in the same 4 dimensional space. What is the relationship between hyperplane EFGH and hyperplane LPWA?,D,1,32,"A->E,B->F,C->G,D->H,E->L,F->P,G->W,H->A,L->B,P->C,W->D"
Line BA and line EF lie in the same plane. What is the relationship between line BA and line EF?,Plane BAC and plane DEF lie in the same 3 dimensional space. What is the relationship between plane BAC and plane DEF?,3D hyperplane BACD and 3D hyperplane EFGH lie in the same 4 dimensional space. What is the relationship between hyperplane BACD and hyperplane EFGH?,D,1,32,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,L->L,P->P,W->W"
-,Line AB and plane DEF lie in the same 3 dimensional space. What is the relationship between line AB and plane DEF?,Line AB and 3D hyperplane EFGH lie in the same 4 dimensional space. What is the relationship between line AB and hyperplane EFGH?,D,1,33,
-,Line BD and plane EFG lie in the same 3 dimensional space. What is the relationship between line BD and plane EFG?,Line BD and 3D hyperplane FGHL lie in the same 4 dimensional space. What is the relationship between line BD and hyperplane FGHL?,D,1,33,"A->B,B->D,D->E,E->F,F->G,G->H,H->L,L->W,W->A"
-,Line DE and plane FGH lie in the same 3 dimensional space. What is the relationship between line DE and plane FGH?,Line DE and 3D hyperplane GHLW lie in the same 4 dimensional space. What is the relationship between line DE and hyperplane GHLW?,D,1,33,"A->D,B->E,D->F,E->G,F->H,G->L,H->W,L->A,W->B"
-,Line EF and plane GHL lie in the same 3 dimensional space. What is the relationship between line EF and plane GHL?,Line EF and 3D hyperplane HLWA lie in the same 4 dimensional space. What is the relationship between line EF and hyperplane HLWA?,D,1,33,"A->E,B->F,D->G,E->H,F->L,G->W,H->A,L->B,W->D"
-,Line FG and plane HLW lie in the same 3 dimensional space. What is the relationship between line FG and plane HLW?,Line FG and 3D hyperplane LWAB lie in the same 4 dimensional space. What is the relationship between line FG and hyperplane LWAB?,D,1,33,"A->F,B->G,D->H,E->L,F->W,G->A,H->B,L->D,W->E"
-,Line BA and plane DEF lie in the same 3 dimensional space. What is the relationship between line BA and plane DEF?,Line BA and 3D hyperplane EFGH lie in the same 4 dimensional space. What is the relationship between line BA and hyperplane EFGH?,D,1,33,"A->B,B->A,D->D,E->E,F->F,G->G,H->H,L->L,W->W"
-,Line AB and line CD lie in the same 3 dimensional space. What is the relationship between line AB and line CD?,Line AB and line CD lie in the same 4 dimensional space. What is the relationship between line AB and line CD?,D,1,34,
-,Line BC and line DL lie in the same 3 dimensional space. What is the relationship between line BC and line DL?,Line BC and line DL lie in the same 4 dimensional space. What is the relationship between line BC and line DL?,D,1,34,"A->B,B->C,C->D,D->L,L->W,W->A"
-,Line CD and line LW lie in the same 3 dimensional space. What is the relationship between line CD and line LW?,Line CD and line LW lie in the same 4 dimensional space. What is the relationship between line CD and line LW?,D,1,34,"A->C,B->D,C->L,D->W,L->A,W->B"
-,Line DL and line WA lie in the same 3 dimensional space. What is the relationship between line DL and line WA?,Line DL and line WA lie in the same 4 dimensional space. What is the relationship between line DL and line WA?,D,1,34,"A->D,B->L,C->W,D->A,L->B,W->C"
-,Line LW and line AB lie in the same 3 dimensional space. What is the relationship between line LW and line AB?,Line LW and line AB lie in the same 4 dimensional space. What is the relationship between line LW and line AB?,D,1,34,"A->L,B->W,C->A,D->B,L->C,W->D"
-,Line BA and line CD lie in the same 3 dimensional space. What is the relationship between line BA and line CD?,Line BA and line CD lie in the same 4 dimensional space. What is the relationship between line BA and line CD?,D,1,34,"A->B,B->A,C->C,D->D,L->L,W->W"
"Triangle ABC, E is the midpoint of AC, F is a point on side BC. What is the relationship between line AB and line EF?","Triangular pyramid ABCD, E is the midpoint of AD, F is the midpoint of BD, G is a point on CD. What is the relationship between plane ABC and plane EFG?","5-cell ABCDE, F is the midpoint of AE, G is the midpoint of BE, H is the midpoint of CE, I is a point on DE. What is the relationship between 3D hyperplane ABCD and 3D hyperplane FGHI?",D,1,35,
"Triangle BCD, F is the midpoint of BD, G is a point on side CD. What is the relationship between line BC and line FG?","Triangular pyramid BCDE, F is the midpoint of BE, G is the midpoint of CE, H is a point on DE. What is the relationship between plane BCD and plane FGH?","5-cell BCDEF, G is the midpoint of BF, H is the midpoint of CF, T is the midpoint of DF, I is a point on EF. What is the relationship between 3D hyperplane BCDE and 3D hyperplane GHTI?",D,1,35,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->T,T->W,W->A"
"Triangle CDE, G is the midpoint of CE, H is a point on side DE. What is the relationship between line CD and line GH?","Triangular pyramid CDEF, G is the midpoint of CF, H is the midpoint of DF, T is a point on EF. What is the relationship between plane CDE and plane GHT?","5-cell CDEFG, H is the midpoint of CG, T is the midpoint of DG, W is the midpoint of EG, I is a point on FG. What is the relationship between 3D hyperplane CDEF and 3D hyperplane HTWI?",D,1,35,"A->C,B->D,C->E,D->F,E->G,F->H,G->T,H->W,T->A,W->B"
"Triangle DEF, H is the midpoint of DF, T is a point on side EF. What is the relationship between line DE and line HT?","Triangular pyramid DEFG, H is the midpoint of DG, T is the midpoint of EG, W is a point on FG. What is the relationship between plane DEF and plane HTW?","5-cell DEFGH, T is the midpoint of DH, W is the midpoint of EH, A is the midpoint of FH, I is a point on GH. What is the relationship between 3D hyperplane DEFG and 3D hyperplane TWAI?",D,1,35,"A->D,B->E,C->F,D->G,E->H,F->T,G->W,H->A,T->B,W->C"
"Triangle EFG, T is the midpoint of EG, W is a point on side FG. What is the relationship between line EF and line TW?","Triangular pyramid EFGH, T is the midpoint of EH, W is the midpoint of FH, A is a point on GH. What is the relationship between plane EFG and plane TWA?","5-cell EFGHT, W is the midpoint of ET, A is the midpoint of FT, B is the midpoint of GT, I is a point on HT. What is the relationship between 3D hyperplane EFGH and 3D hyperplane WABI?",D,1,35,"A->E,B->F,C->G,D->H,E->T,F->W,G->A,H->B,T->C,W->D"
"Triangle BAC, E is the midpoint of BC, F is a point on side AC. What is the relationship between line BA and line EF?","Triangular pyramid BACD, E is the midpoint of BD, F is the midpoint of AD, G is a point on CD. What is the relationship between plane BAC and plane EFG?","5-cell BACDE, F is the midpoint of BE, G is the midpoint of AE, H is the midpoint of CE, I is a point on DE. What is the relationship between 3D hyperplane BACD and 3D hyperplane FGHI?",D,1,35,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,T->T,W->W"
"In rectangular ABCD, E and F are points on edges BC and AD respectively. What is the relationship between line AB and line EF?","In rectangular solid ABCD-EFGH, I, J, K are points on edges AE,BF and CG respectively. What is the relationship between plane ABC and plane IJK?","In tesseract (ABCD-EFGH)-(IJKL-MNOP), Q, R, S and T are points on edges AI, BJ, GO and HP respectively. What is the relationship between 3D hyperplane ABCE and 3D hyperplane QRST?",D,1,36,
"In rectangular BCDE, F and G are points on edges CD and BE respectively. What is the relationship between line BC and line FG?","In rectangular solid BCDE-FGHJ, I, K, L are points on edges BF,CG and DH respectively. What is the relationship between plane BCD and plane IKL?","In tesseract (BCDE-FGHJ)-(IKLM-NPOQ), R, S, T and W are points on edges BI, CK, HO and JQ respectively. What is the relationship between 3D hyperplane BCDF and 3D hyperplane RSTW?",D,1,36,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->M,M->N,N->P,P->Q,Q->R,R->S,S->T,T->W,W->A"
"In rectangular CDEF, G and H are points on edges DE and CF respectively. What is the relationship between line CD and line GH?","In rectangular solid CDEF-GHJK, I, L, M are points on edges CG,DH and EJ respectively. What is the relationship between plane CDE and plane ILM?","In tesseract (CDEF-GHJK)-(ILMN-PQOR), S, T, W and A are points on edges CI, DL, JO and KR respectively. What is the relationship between 3D hyperplane CDEG and 3D hyperplane STWA?",D,1,36,"A->C,B->D,C->E,D->F,E->G,F->H,G->J,H->K,J->L,K->M,L->N,M->P,N->Q,P->R,Q->S,R->T,S->W,T->A,W->B"
"In rectangular DEFG, H and J are points on edges EF and DG respectively. What is the relationship between line DE and line HJ?","In rectangular solid DEFG-HJKL, I, M, N are points on edges DH,EJ and FK respectively. What is the relationship between plane DEF and plane IMN?","In tesseract (DEFG-HJKL)-(IMNP-QROS), T, W, A and B are points on edges DI, EM, KO and LS respectively. What is the relationship between 3D hyperplane DEFH and 3D hyperplane TWAB?",D,1,36,"A->D,B->E,C->F,D->G,E->H,F->J,G->K,H->L,J->M,K->N,L->P,M->Q,N->R,P->S,Q->T,R->W,S->A,T->B,W->C"
"In rectangular EFGH, J and K are points on edges FG and EH respectively. What is the relationship between line EF and line JK?","In rectangular solid EFGH-JKLM, I, N, P are points on edges EJ,FK and GL respectively. What is the relationship between plane EFG and plane INP?","In tesseract (EFGH-JKLM)-(INPQ-RSOT), W, A, B and C are points on edges EI, FN, LO and MT respectively. What is the relationship between 3D hyperplane EFGJ and 3D hyperplane WABC?",D,1,36,"A->E,B->F,C->G,D->H,E->J,F->K,G->L,H->M,J->N,K->P,L->Q,M->R,N->S,P->T,Q->W,R->A,S->B,T->C,W->D"
"In rectangular BACD, E and F are points on edges AC and BD respectively. What is the relationship between line BA and line EF?","In rectangular solid BACD-EFGH, I, J, K are points on edges BE,AF and CG respectively. What is the relationship between plane BAC and plane IJK?","In tesseract (BACD-EFGH)-(IJKL-MNOP), Q, R, S and T are points on edges BI, AJ, GO and HP respectively. What is the relationship between 3D hyperplane BACE and 3D hyperplane QRST?",D,1,36,"A->B,B->A,C->C,D->D,E->E,F->F,G->G,H->H,J->J,K->K,L->L,M->M,N->N,P->P,Q->Q,R->R,S->S,T->T,W->W"
"In triangle ABC, AC=5. What is the relationship between line AB and line BC?","In triangular pyramid ABCD, AC=5. What is the relationship between line AB and line BC?","In irregular 4-simplex ABCDE, AC=5. What is the relationship between line AB and line BC?",D,1,37,
"In triangle BCD, BD=5. What is the relationship between line BC and line CD?","In triangular pyramid BCDE, BD=5. What is the relationship between line BC and line CD?","In irregular 4-simplex BCDEW, BD=5. What is the relationship between line BC and line CD?",D,1,37,"A->B,B->C,C->D,D->E,E->W,W->A"
"In triangle CDE, CE=5. What is the relationship between line CD and line DE?","In triangular pyramid CDEW, CE=5. What is the relationship between line CD and line DE?","In irregular 4-simplex CDEWA, CE=5. What is the relationship between line CD and line DE?",D,1,37,"A->C,B->D,C->E,D->W,E->A,W->B"
"In triangle DEW, DW=5. What is the relationship between line DE and line EW?","In triangular pyramid DEWA, DW=5. What is the relationship between line DE and line EW?","In irregular 4-simplex DEWAB, DW=5. What is the relationship between line DE and line EW?",D,1,37,"A->D,B->E,C->W,D->A,E->B,W->C"
"In triangle EWA, EA=5. What is the relationship between line EW and line WA?","In triangular pyramid EWAB, EA=5. What is the relationship between line EW and line WA?","In irregular 4-simplex EWABC, EA=5. What is the relationship between line EW and line WA?",D,1,37,"A->E,B->W,C->A,D->B,E->C,W->D"
"In triangle BAC, BC=5. What is the relationship between line BA and line AC?","In triangular pyramid BACD, BC=5. What is the relationship between line BA and line AC?","In irregular 4-simplex BACDE, BC=5. What is the relationship between line BA and line AC?",D,1,37,"A->B,B->A,C->C,D->D,E->E,W->W"
-,"In triangular pyramid ABCD, AC=5. What is the relationship between line AB and plane BCD?","In irregular 4-simplex ABCDE, AC=5. What is the relationship between line AB and 3D hyperplane BCDE?",D,1,38,
-,"In triangular pyramid BCDE, BD=5. What is the relationship between line BC and plane CDE?","In irregular 4-simplex BCDEW, BD=5. What is the relationship between line BC and 3D hyperplane CDEW?",D,1,38,"A->B,B->C,C->D,D->E,E->W,W->A"
-,"In triangular pyramid CDEW, CE=5. What is the relationship between line CD and plane DEW?","In irregular 4-simplex CDEWA, CE=5. What is the relationship between line CD and 3D hyperplane DEWA?",D,1,38,"A->C,B->D,C->E,D->W,E->A,W->B"
-,"In triangular pyramid DEWA, DW=5. What is the relationship between line DE and plane EWA?","In irregular 4-simplex DEWAB, DW=5. What is the relationship between line DE and 3D hyperplane EWAB?",D,1,38,"A->D,B->E,C->W,D->A,E->B,W->C"
-,"In triangular pyramid EWAB, EA=5. What is the relationship between line EW and plane WAB?","In irregular 4-simplex EWABC, EA=5. What is the relationship between line EW and 3D hyperplane WABC?",D,1,38,"A->E,B->W,C->A,D->B,E->C,W->D"
-,"In triangular pyramid BACD, BC=5. What is the relationship between line BA and plane ACD?","In irregular 4-simplex BACDE, BC=5. What is the relationship between line BA and 3D hyperplane ACDE?",D,1,38,"A->B,B->A,C->C,D->D,E->E,W->W"
"Line AB is tangent to circle O at point C, D is a point on circle O. What is the relationship between line AB and line OD?","Plane ABC is tangent to sphere O at point D, E is a point on sphere O. What is the relationship between plane ABC and line OE?","3D hyperplane ABCD is tangent to 3-sphere O at point E, F is a point on 3-sphere O. What is the relationship between 3D hyperplane ABCD and line OF?",D,1,39,
"Line BC is tangent to circle O at point D, E is a point on circle O. What is the relationship between line BC and line OE?","Plane BCD is tangent to sphere O at point E, F is a point on sphere O. What is the relationship between plane BCD and line OF?","3D hyperplane BCDE is tangent to 3-sphere O at point F, L is a point on 3-sphere O. What is the relationship between 3D hyperplane BCDE and line OL?",D,1,39,"A->B,B->C,C->D,D->E,E->F,F->L,L->P,P->W,W->A"
"Line CD is tangent to circle O at point E, F is a point on circle O. What is the relationship between line CD and line OF?","Plane CDE is tangent to sphere O at point F, L is a point on sphere O. What is the relationship between plane CDE and line OL?","3D hyperplane CDEF is tangent to 3-sphere O at point L, P is a point on 3-sphere O. What is the relationship between 3D hyperplane CDEF and line OP?",D,1,39,"A->C,B->D,C->E,D->F,E->L,F->P,L->W,P->A,W->B"
"Line DE is tangent to circle O at point F, L is a point on circle O. What is the relationship between line DE and line OL?","Plane DEF is tangent to sphere O at point L, P is a point on sphere O. What is the relationship between plane DEF and line OP?","3D hyperplane DEFL is tangent to 3-sphere O at point P, W is a point on 3-sphere O. What is the relationship between 3D hyperplane DEFL and line OW?",D,1,39,"A->D,B->E,C->F,D->L,E->P,F->W,L->A,P->B,W->C"
"Line EF is tangent to circle O at point L, P is a point on circle O. What is the relationship between line EF and line OP?","Plane EFL is tangent to sphere O at point P, W is a point on sphere O. What is the relationship between plane EFL and line OW?","3D hyperplane EFLP is tangent to 3-sphere O at point W, A is a point on 3-sphere O. What is the relationship between 3D hyperplane EFLP and line OA?",D,1,39,"A->E,B->F,C->L,D->P,E->W,F->A,L->B,P->C,W->D"
"Line BA is tangent to circle O at point C, D is a point on circle O. What is the relationship between line BA and line OD?","Plane BAC is tangent to sphere O at point D, E is a point on sphere O. What is the relationship between plane BAC and line OE?","3D hyperplane BACD is tangent to 3-sphere O at point E, F is a point on 3-sphere O. What is the relationship between 3D hyperplane BACD and line OF?",D,1,39,"A->B,B->A,C->C,D->D,E->E,F->F,L->L,P->P,W->W"
"In triangle ABC, D is the midpoint of AB. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, E is the midpoint of AB. What is the relationship between line AB and plane CDE?","In irregular 4-simplex ABCDE, F is the midpoint of AB. What is the relationship between line AB and 3D hyperplane CDEF?",D,1,40,
"In triangle BCD, E is the midpoint of BC. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, F is the midpoint of BC. What is the relationship between line BC and plane DEF?","In irregular 4-simplex BCDEF, W is the midpoint of BC. What is the relationship between line BC and 3D hyperplane DEFW?",D,1,40,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, F is the midpoint of CD. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, W is the midpoint of CD. What is the relationship between line CD and plane EFW?","In irregular 4-simplex CDEFW, A is the midpoint of CD. What is the relationship between line CD and 3D hyperplane EFWA?",D,1,40,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, W is the midpoint of DE. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, A is the midpoint of DE. What is the relationship between line DE and plane FWA?","In irregular 4-simplex DEFWA, B is the midpoint of DE. What is the relationship between line DE and 3D hyperplane FWAB?",D,1,40,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, A is the midpoint of EF. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, B is the midpoint of EF. What is the relationship between line EF and plane WAB?","In irregular 4-simplex EFWAB, C is the midpoint of EF. What is the relationship between line EF and 3D hyperplane WABC?",D,1,40,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, D is the midpoint of BA. What is the relationship between line BA and line CD?","In triangular pyramid BACD, E is the midpoint of BA. What is the relationship between line BA and plane CDE?","In irregular 4-simplex BACDE, F is the midpoint of BA. What is the relationship between line BA and 3D hyperplane CDEF?",D,1,40,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
-,"In triangular pyramid ABCD, E is the centroid of ABD. What is the relationship between plane ABD and line CE?","In irregular 4-simplex ABCDE, F is the centroid of ABDE. What is the relationship between 3D hyperplane ABDE and line CF?",D,1,41,
-,"In triangular pyramid BCDE, F is the centroid of BCE. What is the relationship between plane BCE and line DF?","In irregular 4-simplex BCDEF, W is the centroid of BCEF. What is the relationship between 3D hyperplane BCEF and line DW?",D,1,41,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
-,"In triangular pyramid CDEF, W is the centroid of CDF. What is the relationship between plane CDF and line EW?","In irregular 4-simplex CDEFW, A is the centroid of CDFW. What is the relationship between 3D hyperplane CDFW and line EA?",D,1,41,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
-,"In triangular pyramid DEFW, A is the centroid of DEW. What is the relationship between plane DEW and line FA?","In irregular 4-simplex DEFWA, B is the centroid of DEWA. What is the relationship between 3D hyperplane DEWA and line FB?",D,1,41,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
-,"In triangular pyramid EFWA, B is the centroid of EFA. What is the relationship between plane EFA and line WB?","In irregular 4-simplex EFWAB, C is the centroid of EFAB. What is the relationship between 3D hyperplane EFAB and line WC?",D,1,41,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
-,"In triangular pyramid BACD, E is the centroid of BAD. What is the relationship between plane BAD and line CE?","In irregular 4-simplex BACDE, F is the centroid of BADE. What is the relationship between 3D hyperplane BADE and line CF?",D,1,41,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
"In triangle ABC, BC = AC. D is a point on AB, connect CD. What is the relationship between line AB and line CD?","In triangular pyramid ABCD, AD = BD = CD. E is a point on ABC, connect DE. What is the relationship between plane ABC and line DE?","In irregular 4-simplex ABCDE, AE = BE = CE = DE. F is a point on ABCD, connect EF. What is the relationship between 3D hyperplane ABCD and line EF?",D,1,42,
"In triangle BCD, CD = BD. E is a point on BC, connect DE. What is the relationship between line BC and line DE?","In triangular pyramid BCDE, BE = CE = DE. F is a point on BCD, connect EF. What is the relationship between plane BCD and line EF?","In irregular 4-simplex BCDEF, BF = CF = DF = EF. W is a point on BCDE, connect FW. What is the relationship between 3D hyperplane BCDE and line FW?",D,1,42,"A->B,B->C,C->D,D->E,E->F,F->W,W->A"
"In triangle CDE, DE = CE. F is a point on CD, connect EF. What is the relationship between line CD and line EF?","In triangular pyramid CDEF, CF = DF = EF. W is a point on CDE, connect FW. What is the relationship between plane CDE and line FW?","In irregular 4-simplex CDEFW, CW = DW = EW = FW. A is a point on CDEF, connect WA. What is the relationship between 3D hyperplane CDEF and line WA?",D,1,42,"A->C,B->D,C->E,D->F,E->W,F->A,W->B"
"In triangle DEF, EF = DF. W is a point on DE, connect FW. What is the relationship between line DE and line FW?","In triangular pyramid DEFW, DW = EW = FW. A is a point on DEF, connect WA. What is the relationship between plane DEF and line WA?","In irregular 4-simplex DEFWA, DA = EA = FA = WA. B is a point on DEFW, connect AB. What is the relationship between 3D hyperplane DEFW and line AB?",D,1,42,"A->D,B->E,C->F,D->W,E->A,F->B,W->C"
"In triangle EFW, FW = EW. A is a point on EF, connect WA. What is the relationship between line EF and line WA?","In triangular pyramid EFWA, EA = FA = WA. B is a point on EFW, connect AB. What is the relationship between plane EFW and line AB?","In irregular 4-simplex EFWAB, EB = FB = WB = AB. C is a point on EFWA, connect BC. What is the relationship between 3D hyperplane EFWA and line BC?",D,1,42,"A->E,B->F,C->W,D->A,E->B,F->C,W->D"
"In triangle BAC, AC = BC. D is a point on BA, connect CD. What is the relationship between line BA and line CD?","In triangular pyramid BACD, BD = AD = CD. E is a point on BAC, connect DE. What is the relationship between plane BAC and line DE?","In irregular 4-simplex BACDE, BE = AE = CE = DE. F is a point on BACD, connect EF. What is the relationship between 3D hyperplane BACD and line EF?",D,1,42,"A->B,B->A,C->C,D->D,E->E,F->F,W->W"
"Line segment AB is a chord of circle O, C is a point on AB, joining OC. What is the relationship between line AB and line OC?","Plane ABC intersects sphere O at circle P, and D is a point in circle P. What is the relationship between plane ABC and line OD?","3D hyperplane ABCD intersects 3-sphere O at sphere P, and E is a point in sphere P. What is the relationship between 3D hyperplane ABCD and line OE?",D,1,43,
"Line segment BC is a chord of circle O, D is a point on BC, joining OD. What is the relationship between line BC and line OD?","Plane BCD intersects sphere O at circle W, and E is a point in circle W. What is the relationship between plane BCD and line OE?","3D hyperplane BCDE intersects 3-sphere O at sphere W, and L is a point in sphere W. What is the relationship between 3D hyperplane BCDE and line OL?",D,1,43,"A->B,B->C,C->D,D->E,E->L,L->P,P->W,W->A"
"Line segment CD is a chord of circle O, E is a point on CD, joining OE. What is the relationship between line CD and line OE?","Plane CDE intersects sphere O at circle A, and L is a point in circle A. What is the relationship between plane CDE and line OL?","3D hyperplane CDEL intersects 3-sphere O at sphere A, and P is a point in sphere A. What is the relationship between 3D hyperplane CDEL and line OP?",D,1,43,"A->C,B->D,C->E,D->L,E->P,L->W,P->A,W->B"
"Line segment DE is a chord of circle O, L is a point on DE, joining OL. What is the relationship between line DE and line OL?","Plane DEL intersects sphere O at circle B, and P is a point in circle B. What is the relationship between plane DEL and line OP?","3D hyperplane DELP intersects 3-sphere O at sphere B, and W is a point in sphere B. What is the relationship between 3D hyperplane DELP and line OW?",D,1,43,"A->D,B->E,C->L,D->P,E->W,L->A,P->B,W->C"
"Line segment EL is a chord of circle O, P is a point on EL, joining OP. What is the relationship between line EL and line OP?","Plane ELP intersects sphere O at circle C, and W is a point in circle C. What is the relationship between plane ELP and line OW?","3D hyperplane ELPW intersects 3-sphere O at sphere C, and A is a point in sphere C. What is the relationship between 3D hyperplane ELPW and line OA?",D,1,43,"A->E,B->L,C->P,D->W,E->A,L->B,P->C,W->D"
"Line segment BA is a chord of circle O, C is a point on BA, joining OC. What is the relationship between line BA and line OC?","Plane BAC intersects sphere O at circle P, and D is a point in circle P. What is the relationship between plane BAC and line OD?","3D hyperplane BACD intersects 3-sphere O at sphere P, and E is a point in sphere P. What is the relationship between 3D hyperplane BACD and line OE?",D,1,43,"A->B,B->A,C->C,D->D,E->E,L->L,P->P,W->W"
"In rectangular ABCD, consider AC and BD. What is the relationship between line AC and line BD?","In rectangular solid ABCD-EFGH, consider ABGH and CDEF. What is the relationship between plane ABGH and plane CDGH?","In orthotope (ABCD-EFGH)-(IJKL-MNOP),comsider ABCM and EFGI. What is the relationship between 3D hyperplane ABCM and 3D hyperplane EFGI?",D,1,44,
"In rectangular BCDE, consider BD and CE. What is the relationship between line BD and line CE?","In rectangular solid BCDE-FGHJ, consider BCHJ and DEFG. What is the relationship between plane BCHJ and plane DEHJ?","In orthotope (BCDE-FGHJ)-(IKLM-NPOW),comsider BCDN and FGHI. What is the relationship between 3D hyperplane BCDN and 3D hyperplane FGHI?",D,1,44,"A->B,B->C,C->D,D->E,E->F,F->G,G->H,H->J,J->K,K->L,L->M,M->N,N->P,P->W,W->A"
